IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
1000619,1905,Shad Barry,- - -,26,152,598,667,182,156,13,12,1,100,66,38,,,6,,25,,21,,0.304,,,,,,,,,,,0.057,,,0.352,0.371,0.723,0.067,,,,,,,,,,0.349,19.2,90,6.9,-10.0,18.9,-4.7,14.0,1.7,,6.8,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7,-0.9,,26 - 26,6.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,79,,108,108,83,,,,,,,,,,,,,,,,,,,0,,,,,,1.7
1012466,1905,Harry Steinfeldt,CIN,27,114,384,429,104,78,16,9,1,49,39,30,,,3,,12,,15,,0.271,,,,,,,,,,,0.07,,,0.329,0.367,0.696,0.096,,,,,,,,,,0.336,8.3,54,-0.2,-3.0,12.2,3.1,14.6,1.7,,6.7,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2,,27 - 27,-0.1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,97,,101,106,120,,,,,,,,,,,,,,,,,,,0,,,,,,1.7
1006076,1905,Del Howard,PIT,27,123,435,484,127,102,18,5,2,56,63,27,,,8,,14,,19,,0.292,,,,,,,,,,,0.055999999999999994,,,0.345,0.37,0.715,0.078,,,,,,,,,,0.346,12.7,64,5.6,-4.0,13.7,-4.2,14.2,1.6,,5.8,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.2,0.3,,27 - 27,5.9,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,77,,106,107,97,,,,,,,,,,,,,,,,,,,0,,,,,,1.6
1004366,1905,Emil Frisk,SLB,30,124,429,493,112,92,11,6,3,58,36,42,,,11,,11,,7,,0.261,,,,,,,,,,,0.085,,,0.342,0.336,0.678,0.075,,,,,,,,,,0.333,8.7,61,10.8,-4.0,14.0,-5.7,14.0,1.6,,5.2,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.7,-2.3,,30 - 30,8.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,126,,111,104,99,,,,,,,,,,,,,,,,,,,0,,,,,,1.6
1000754,1905,Jake Beckley,STL,37,134,514,558,147,116,20,10,1,48,57,30,,,6,,8,,12,,0.286,,,,,,,,,,,0.054000000000000006,,,0.333,0.37,0.702,0.084,,,,,,,,,,0.339,11.8,71,5.5,-7.0,15.8,-4.1,11.9,1.4,,5.4,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.1,-1.5,,37 - 37,4.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,75,,102,107,104,,,,,,,,,,,,,,,,,,,0,,,,,,1.4
1002370,1905,Otis Clymer,PIT,29,96,365,389,108,92,11,5,0,74,23,19,,,1,,4,,23,,0.296,,,,,,,,,,,0.049,,,0.332,0.353,0.686,0.058,,,,,,,,,,0.331,6.2,47,0.4,2.0,11.0,-4.4,13.0,1.4,,7.3,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4,1.7,,29 - 29,2.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,68,,102,102,71,,,,,,,,,,,,,,,,,,,0,,,,,,1.4
1014005,1905,Jimmy Williams,NYH,28,129,470,533,107,73,20,8,6,54,62,50,,,3,,10,,14,,0.228,,,,,,,,,,,0.094,,,0.306,0.343,0.648,0.115,,,,,,,,,,0.317,3.3,60,-1.2,-3.0,15.1,0.0,11.8,1.4,,5.8,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,-0.4,,28 - 28,-1.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,139,,100,106,152,,,,,,,,,,,,,,,,,,,0,,,,,,1.4
1011800,1905,Spike Shannon,STL,27,140,544,612,146,127,16,3,0,73,41,47,,,0,,21,,27,,0.268,,,,,,,,,,,0.077,,,0.327,0.309,0.635,0.04,,,,,,,,,,0.311,1.6,66,-5.3,3.0,17.3,-6.9,12.6,1.4,,5.2,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9,1.0,,27 - 27,-4.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,107,,100,89,50,,,,,,,,,,,,,,,,,,,0,,,,,,1.4
1001253,1905,Frank Bowerman,NYG,36,98,297,327,80,68,8,1,3,37,41,12,,,11,,7,,6,,0.269,,,,,,,,,,,0.037000000000000005,,,0.322,0.333,0.655,0.064,,,,,,,,,,0.321,2.9,37,-1.6,2.0,9.3,1.7,12.1,1.3,,4.3,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,-1.1,,36 - 36,-2.7,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,51,,99,97,79,,,,,,,,,,,,,,,,,,,0,,,,,,1.3
1004988,1905,Danny Green,CHW,28,112,379,454,92,73,13,6,0,56,44,53,,,6,,16,,11,,0.243,,,,,,,,,,,0.11699999999999999,,,0.345,0.309,0.653,0.066,,,,,,,,,,0.325,5.4,53,7.7,-4.0,12.9,-5.1,11.4,1.3,,6.0,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.1,-1.2,,28 - 28,6.6,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,173,,112,95,87,,,,,,,,,,,,,,,,,,,0,,,,,,1.3
1012381,1905,Chick Stahl,BOS,32,134,500,568,129,108,17,4,0,61,47,50,,,5,,13,,18,,0.258,,,,,,,,,,,0.08800000000000001,,,0.332,0.308,0.64,0.05,,,,,,,,,,0.315,3.1,63,1.5,-4.0,16.1,-3.3,11.1,1.3,,5.2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.3,-0.6,,32 - 32,0.9,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,130,,108,95,66,,,,,,,,,,,,,,,,,,,0,,,,,,1.3
1006300,1905,Jim Jackson,CLE,27,109,426,470,109,91,12,4,2,59,31,34,,,4,,6,,15,,0.256,,,,,,,,,,,0.07200000000000001,,,0.317,0.317,0.634,0.061,,,,,,,,,,0.31,0.9,51,1.9,1.0,13.3,-5.1,11.9,1.3,,5.6,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.1,-0.3,,27 - 27,1.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,107,,103,98,81,,,,,,,,,,,,,,,,,,,0,,,,,,1.3
1005917,1905,Solly Hofman,CHC,22,86,287,316,68,49,14,4,1,43,38,20,,,1,,8,,15,,0.237,,,,,,,,,,,0.063,,,0.289,0.324,0.613,0.087,,,,,,,,,,0.297,-2.1,31,-5.8,6.0,9.0,0.3,12.5,1.3,,7.2,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,1.2,,22 - 22,-4.6,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,88,,89,94,108,,,,,,,,,,,,,,,,,,,0,,,,,,1.3
1011506,1905,Germany Schaefer,DET,29,153,554,629,135,107,17,9,2,64,47,45,,,1,,29,,19,,0.244,,,,,,,,,,,0.07200000000000001,,,0.302,0.318,0.619,0.074,,,,,,,,,,0.302,-2.4,64,-2.6,-7.0,17.8,0.2,9.9,1.2,,6.0,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.8,-0.1,,29 - 29,-2.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,106,,98,98,98,,,,,,,,,,,,,,,,,,,0,,,,,,1.2
1003360,1905,Cozy Dolan,- - -,32,134,510,559,137,113,13,8,3,51,52,34,,,4,,11,,23,,0.269,,,,,,,,,,,0.061,,,0.319,0.343,0.662,0.075,,,,,,,,,,0.321,5.3,64,-2.3,-2.0,15.8,-6.2,9.2,1.1,,5.6,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.2,0.7,,32 - 32,-1.6,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,84,,98,99,93,,,,,,,,,,,,,,,,,,,0,,,,,,1.1
1002579,1905,Duff Cooley,DET,32,97,377,420,93,72,11,9,1,25,32,26,,,1,,16,,7,,0.247,,,,,,,,,,,0.062,,,0.297,0.332,0.629,0.085,,,,,,,,,,0.304,-0.9,43,-1.1,2.0,11.9,-2.4,10.4,1.1,,5.1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,-1.1,,32 - 32,-2.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,92,,97,102,112,,,,,,,,,,,,,,,,,,,0,,,,,,1.1
1002767,1905,Lou Criger,BOS,33,109,313,377,62,48,6,7,1,33,36,54,,,3,,7,,5,,0.198,,,,,,,,,,,0.14300000000000002,,,0.322,0.272,0.593,0.073,,,,,,,,,,0.3,-1.8,38,-2.8,-1.0,10.7,3.4,9.5,1.1,,5.4,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,-1.7,,33 - 33,-4.5,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,212,,105,84,97,,,,,,,,,,,,,,,,,,,0,,,,,,1.1
1002053,1905,Joe Cassidy,WAS,22,151,576,626,124,103,16,4,1,67,43,25,,,2,,23,,23,,0.215,,,,,,,,,,,0.04,,,0.25,0.262,0.513,0.047,,,,,,,,,,0.25,-24.4,42,-22.9,3.0,17.7,9.3,10.0,1.1,,6.0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,1.3,,22 - 22,-21.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,59,,81,81,62,,,,,,,,,,,,,,,,,,,0,,,,,,1.1
1004316,1905,Buck Freeman,BOS,33,130,455,515,109,78,20,8,3,59,49,46,,,5,,9,,8,,0.24,,,,,,,,,,,0.08900000000000001,,,0.316,0.338,0.655,0.099,,,,,,,,,,0.32,4.4,59,2.9,-4.0,14.6,-4.8,8.3,1.0,,5.6,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.8,-1.7,,33 - 33,1.2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,132,,103,105,131,,,,,,,,,,,,,,,,,,,0,,,,,,1.0
1004770,1905,Kid Gleason,PHI,38,155,608,699,150,125,17,7,1,95,50,45,,,3,,43,,16,,0.247,,,,,,,,,,,0.064,,,0.302,0.303,0.604,0.056,,,,,,,,,,0.296,-5.6,68,-12.8,-1.0,19.8,0.0,8.8,1.0,,6.1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.2,,38 - 38,-14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,89,,92,88,69,,,,,,,,,,,,,,,,,,,0,,,,,,1.0
1007073,1905,Ben Koehler,SLB,28,142,536,585,127,105,14,6,2,55,47,32,,,4,,13,,22,,0.237,,,,,,,,,,,0.055,,,0.285,0.297,0.582,0.06,,,,,,,,,,0.284,-9.3,52,-6.8,0.0,16.6,-3.4,8.6,1.0,,5.7,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4,0.8,,28 - 28,-6.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,81,,93,92,79,,,,,,,,,,,,,,,,,,,0,,,,,,1.0
1001985,1905,Charlie Carr,CLE,28,89,306,334,72,55,12,4,1,29,31,13,,,0,,15,,12,,0.235,,,,,,,,,,,0.039,,,0.266,0.31,0.577,0.075,,,,,,,,,,0.278,-6.6,29,-6.0,7.0,9.5,-2.7,9.3,1.0,,6.0,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,0.7,,28 - 28,-5.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,58,,87,96,99,,,,,,,,,,,,,,,,,,,0,,,,,,1.0
1006599,1905,Tom Jones,SLB,28,135,504,561,122,104,16,2,0,44,48,30,,,4,,23,,5,,0.242,,,,,,,,,,,0.053,,,0.29,0.282,0.572,0.04,,,,,,,,,,0.28,-10.3,49,-7.9,7.0,15.9,-4.2,9.7,1.0,,3.5,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,-2.5,,28 - 28,-10.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,79,,94,87,52,,,,,,,,,,,,,,,,,,,0,,,,,,1.0
1001356,1905,Kitty Bransfield,PHI,30,151,580,627,150,115,23,9,3,55,76,27,,,2,,18,,27,,0.259,,,,,,,,,,,0.043,,,0.294,0.345,0.639,0.086,,,,,,,,,,0.307,0.0,66,-6.5,-4.0,17.8,-4.7,7.9,0.9,,5.9,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7,1.7,,30 - 30,-4.8,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,60,,90,100,107,,,,,,,,,,,,,,,,,,,0,,,,,,0.9
1009735,1905,Fred Odwell,CIN,32,130,468,521,113,85,10,9,9,79,65,26,,,8,,19,,21,,0.241,,,,,,,,,,,0.05,,,0.293,0.359,0.652,0.118,,,,,,,,,,0.315,2.8,58,-7.5,2.0,14.8,-6.1,7.2,0.8,,7.6,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.1,1.2,,32 - 32,-6.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,69,,90,104,146,,,,,,,,,,,,,,,,,,,0,,,,,,0.8
1004767,1905,Harry Gleason,SLB,30,150,535,591,116,99,11,5,1,45,57,34,,,4,,18,,23,,0.217,,,,,,,,,,,0.057999999999999996,,,0.269,0.262,0.53,0.045,,,,,,,,,,0.261,-18.5,44,-15.9,-1.0,16.7,4.4,6.8,0.8,,5.3,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,1.1,,30 - 30,-14.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,85,,87,81,59,,,,,,,,,,,,,,,,,,,0,,,,,,0.8
1003401,1905,Red Dooin,PHI,26,113,380,400,95,77,13,5,0,45,36,10,,,0,,10,,12,,0.25,,,,,,,,,,,0.025,,,0.269,0.311,0.58,0.061,,,,,,,,,,0.278,-8.0,34,-12.1,1.0,11.3,3.3,6.0,0.7,,6.4,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,0.2,,26 - 26,-11.9,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,35,,83,90,75,,,,,,,,,,,,,,,,,,,0,,,,,,0.7
